id,fails,passes,Priority,CreatedDate,Steps,LastResult
833,9,10,1,2021-09-17,25,0
834,6,5,1,2021-09-27,2,1
835,5,10,3,2021-09-30,6,0
836,10,2,3,2021-11-17,23,1
837,4,2,2,2021-12-20,15,0
838,9,3,2,2021-11-05,19,0
839,3,8,2,2021-09-06,2,0
840,5,10,2,2021-10-03,28,1
841,2,7,2,2021-12-10,21,1
842,8,10,1,2021-08-28,17,0
843,10,10,1,2021-12-11,8,1
844,10,4,1,2021-10-10,10,0
845,8,3,1,2021-10-07,13,0
846,8,3,2,2021-11-14,22,0
847,8,7,3,2021-08-10,15,0
848,2,6,1,2021-11-16,11,1
849,4,6,3,2021-08-06,8,0
850,8,2,2,2021-09-25,20,0
851,3,3,3,2021-08-15,8,1
852,5,5,1,2021-10-04,19,1
853,7,2,2,2021-10-04,19,1
854,3,7,1,2021-12-07,3,1
855,7,7,2,2021-11-02,25,1
856,8,6,3,2021-08-25,22,0
857,10,3,1,2021-10-17,10,0
858,3,10,3,2021-09-14,30,1
859,10,6,3,2021-11-14,6,1
860,5,4,3,2021-09-02,3,0
861,3,3,1,2021-11-24,18,1
862,9,8,3,2021-10-31,22,1
863,7,4,1,2021-08-21,21,0
864,8,2,2,2021-11-23,15,1
865,4,4,1,2021-11-02,17,1
866,5,9,1,2021-08-06,8,0
867,4,8,2,2021-10-20,6,1
868,8,6,1,2021-08-22,22,1
869,3,3,3,2021-10-25,22,0
870,3,10,2,2021-10-12,23,1
871,7,6,1,2021-09-17,4,0
872,10,4,1,2021-10-22,1,1
873,7,7,3,2021-11-28,9,1
874,4,7,3,2021-11-21,22,1
875,9,5,1,2021-11-24,15,1
876,4,2,1,2021-12-30,5,1
877,2,7,2,2021-12-04,6,1
878,3,7,3,2021-08-29,1,0
879,1,9,2,2021-08-16,4,0
880,6,6,2,2021-10-18,3,1
881,3,6,1,2021-08-20,26,0
882,9,5,1,2021-08-11,26,1
883,5,1,3,2021-11-09,3,0
884,3,7,1,2021-08-03,9,0
885,3,10,3,2021-10-19,6,1
886,10,9,2,2021-12-05,11,0
887,8,9,2,2021-08-24,1,1
888,7,9,3,2021-08-19,14,1
889,7,10,3,2021-08-05,16,1
890,10,5,2,2021-08-20,3,0
891,10,10,3,2021-09-17,23,1
892,3,9,2,2021-12-10,5,0
893,9,3,1,2021-10-15,23,1
894,6,4,1,2021-11-13,15,1
895,10,10,3,2021-11-13,28,0
896,6,2,2,2021-11-04,7,0
897,4,10,2,2021-10-19,29,1
898,5,6,3,2021-09-20,28,1
899,9,10,1,2021-11-14,24,1
900,10,8,2,2021-11-23,11,0
901,3,9,1,2021-11-07,6,0
902,4,6,3,2021-10-29,2,1
903,10,4,3,2021-09-24,3,0
904,2,1,3,2021-11-06,3,1
905,1,3,2,2021-11-20,12,0
906,7,7,3,2021-08-30,5,1
907,1,10,3,2021-08-02,22,0
908,3,9,3,2021-10-13,8,1
909,3,10,3,2021-10-21,14,0
910,1,5,1,2021-08-23,25,1
911,5,9,1,2021-12-19,26,0
912,9,8,1,2021-11-04,16,1
913,5,2,2,2021-10-19,4,0
914,9,6,2,2021-08-02,24,0
915,9,1,2,2021-09-06,15,0
916,7,2,3,2021-09-13,2,0
917,7,10,3,2021-10-03,1,0
918,7,6,1,2021-12-12,21,1
919,2,5,3,2021-12-04,4,1
920,7,7,3,2021-11-14,17,0
921,4,1,2,2021-09-30,22,0
922,9,10,2,2021-08-16,22,0
923,8,7,2,2021-10-17,16,1
924,2,2,2,2021-11-10,19,0
925,2,2,1,2021-12-28,16,1
926,4,5,1,2021-12-16,11,0
927,10,3,1,2021-10-29,24,0
928,1,9,1,2021-09-04,8,0
929,6,6,3,2021-10-12,9,1
930,5,4,3,2021-12-19,8,1
931,8,2,3,2021-11-06,18,0
932,1,1,1,2021-08-10,17,0
933,10,10,2,2021-09-14,5,1
934,7,9,1,2021-12-30,23,1
935,1,2,1,2021-08-21,17,0
936,2,4,1,2021-10-09,23,0
937,5,9,1,2021-08-20,26,1
938,2,2,2,2021-09-03,12,0
939,8,8,3,2021-08-10,19,1
940,9,6,1,2021-12-09,28,0
941,7,10,1,2021-11-01,23,1
942,9,10,1,2021-09-09,22,0
943,4,3,2,2021-08-27,25,1
944,7,4,2,2021-08-24,9,1
945,6,1,2,2021-10-09,11,1
946,7,10,3,2021-11-30,25,1
947,5,6,2,2021-10-19,6,0
948,4,6,2,2021-10-15,18,0
949,2,1,3,2021-12-21,26,1
950,4,8,2,2021-09-20,19,1
951,7,1,3,2021-10-16,26,1
952,5,8,2,2021-12-29,21,1
953,7,3,2,2021-10-28,19,1
954,10,9,1,2021-09-11,14,0
955,9,6,3,2021-10-07,19,0
956,7,8,3,2021-12-02,19,0
957,5,5,3,2021-09-30,16,1
958,3,9,1,2021-10-17,3,0
959,1,4,1,2021-09-12,25,1
960,3,10,3,2021-08-14,13,0
961,1,7,3,2021-12-15,17,0
962,6,7,1,2021-10-15,16,0
963,2,6,3,2021-10-18,10,0
964,7,2,3,2021-11-11,3,1
965,7,1,2,2021-08-21,24,1
966,10,5,2,2021-08-14,4,0
967,1,8,3,2021-08-11,28,0
968,3,9,1,2021-12-06,19,0
969,9,5,1,2021-12-11,7,1
970,7,9,2,2021-12-08,8,0
971,2,6,1,2021-12-22,22,1
972,1,4,3,2021-09-21,11,1
973,4,8,3,2021-10-11,22,0
974,3,3,3,2021-08-06,1,0
975,8,8,3,2021-12-13,7,1
976,1,1,3,2021-08-15,1,0
977,3,5,2,2021-12-24,2,0
978,8,6,2,2021-08-20,6,0
979,3,7,1,2021-12-26,10,1
980,5,10,3,2021-10-19,26,0
981,3,2,3,2021-08-06,7,0
982,9,7,3,2021-10-27,24,1
983,8,7,1,2021-11-27,15,1
984,5,4,2,2021-12-05,26,1
985,8,8,3,2021-11-16,17,1
986,3,2,1,2021-08-31,3,1
987,10,6,2,2021-10-14,28,1
988,1,2,1,2021-12-28,29,1
989,9,10,2,2021-09-14,17,0
990,1,4,3,2021-10-15,6,0
991,1,4,1,2021-08-27,17,1
992,3,8,2,2021-12-02,29,1
993,6,4,1,2021-09-07,10,1
994,3,1,1,2021-09-06,16,0
995,5,6,1,2021-11-05,30,1
996,5,2,2,2021-08-02,30,1
997,8,9,2,2021-12-10,15,0
998,2,9,1,2021-10-26,6,1
999,10,10,2,2021-11-02,2,1
1000,7,2,2,2021-10-11,19,1
1001,9,6,1,2021-11-28,26,0
1002,2,6,1,2021-12-05,13,1
1003,5,5,2,2021-11-08,24,0
1004,4,6,3,2021-08-18,13,1
1005,8,5,1,2021-10-25,3,1
1006,2,5,1,2021-11-17,18,0
1007,2,5,2,2021-10-10,15,0
1008,9,5,1,2021-11-13,25,1
1009,3,2,2,2021-11-18,9,1
1010,10,3,3,2021-12-01,1,1
1011,4,5,3,2021-12-11,6,1
1012,4,6,1,2021-12-01,4,1
1013,10,5,1,2021-09-25,14,0
1014,2,7,2,2021-08-05,14,0
1015,1,2,1,2021-10-26,29,0
1016,9,7,3,2021-08-25,12,1
1017,9,2,2,2021-10-28,4,0
1018,7,8,1,2021-12-08,14,0
1019,9,9,3,2021-09-06,22,0
1020,3,10,3,2021-09-29,16,0
1021,9,4,3,2021-10-29,26,1
1022,2,8,1,2021-11-07,26,0
1023,8,3,2,2021-12-21,16,1
1024,9,3,1,2021-12-10,28,1
1025,8,9,2,2021-09-10,24,1
1026,1,7,1,2021-11-27,14,0
1027,1,4,2,2021-10-20,30,1
1028,7,7,3,2021-08-22,28,0
1029,4,3,2,2021-08-08,22,1
1030,8,1,2,2021-10-22,23,1
1031,7,6,3,2021-12-21,5,0
1032,2,4,3,2021-10-25,23,1
1033,3,3,3,2021-11-19,27,1
1034,4,3,2,2021-10-02,3,0
1035,6,6,2,2021-09-21,23,1
1036,10,1,2,2021-11-13,15,0
1037,3,2,3,2021-12-13,26,1
1038,3,8,1,2021-10-14,26,1
1039,5,10,2,2021-09-24,27,0
1040,2,2,3,2021-08-22,2,1
1041,7,7,3,2021-10-20,7,0
1042,5,7,2,2021-08-21,3,0
1043,7,7,3,2021-10-09,11,0
1044,1,10,1,2021-09-24,9,1
1045,5,10,2,2021-11-20,19,0
1046,5,7,1,2021-08-11,8,0
1047,1,2,2,2021-09-24,9,0
1048,5,1,2,2021-09-13,3,0
1049,2,4,2,2021-12-13,16,0
1050,8,2,3,2021-11-23,19,1
1051,8,5,1,2021-12-29,24,1
1052,3,1,3,2021-12-17,8,1
1053,1,4,1,2021-12-12,19,1
1054,8,7,1,2021-08-17,30,0
1055,3,10,3,2021-09-25,6,0
1056,5,6,1,2021-08-16,22,0
1057,6,1,1,2021-09-02,4,0
1058,6,9,1,2021-12-30,20,1
1059,3,4,1,2021-09-23,20,1
1060,8,2,2,2021-08-24,2,0
1061,9,7,1,2021-08-30,4,0
1062,7,6,1,2021-09-16,19,0
1063,2,10,1,2021-10-04,18,0
1064,10,3,2,2021-12-15,19,1
1065,4,8,3,2021-10-28,14,1
1066,4,1,2,2021-10-29,9,1
1067,8,4,1,2021-12-09,18,0
1068,9,10,3,2021-08-11,30,1
1069,1,8,2,2021-12-05,22,1
1070,6,10,3,2021-11-01,15,0
1071,5,9,1,2021-10-21,7,0
1072,8,2,1,2021-11-22,3,0
1073,1,3,3,2021-10-05,8,1
1074,10,10,3,2021-08-13,5,1
1075,3,9,2,2021-08-13,18,0
1076,2,3,1,2021-10-26,27,0
1077,10,1,2,2021-08-05,8,1
1078,6,2,2,2021-10-07,10,0
1079,7,6,2,2021-09-30,23,1
1080,9,9,1,2021-11-19,4,1
1081,5,8,3,2021-08-29,14,0
1082,8,7,1,2021-10-28,29,1
1083,8,2,3,2021-10-25,26,0
1084,10,2,2,2021-11-25,9,1
1085,10,7,1,2021-11-09,26,1
1086,3,8,2,2021-12-30,18,1
1087,6,6,1,2021-11-24,20,1
1088,7,4,3,2021-10-01,16,0
1089,5,1,2,2021-11-18,3,1
1090,7,9,3,2021-11-25,14,1
1091,9,1,3,2021-08-31,11,0
1092,2,2,2,2021-09-15,21,1
1093,7,5,2,2021-10-01,18,1
1094,5,5,3,2021-10-18,15,0
1095,6,2,2,2021-11-18,8,0
1096,9,3,3,2021-10-11,4,1
1097,4,3,1,2021-08-19,1,0
1098,9,7,3,2021-12-19,15,1
1099,9,3,1,2021-12-03,22,1
1100,6,9,2,2021-09-27,9,1
1101,7,10,2,2021-11-21,21,1
1102,9,9,1,2021-10-27,12,1
1103,8,7,2,2021-11-29,2,0
1104,7,4,3,2021-11-19,23,0
1105,8,4,1,2021-10-04,4,0
1106,9,7,1,2021-09-15,16,1
1107,9,6,3,2021-12-11,21,0
1108,3,4,2,2021-08-24,27,1
1109,9,2,3,2021-09-29,15,1
1110,1,7,3,2021-08-25,23,1
1111,8,7,3,2021-11-29,6,1
1112,4,3,3,2021-10-25,25,1
1113,1,9,3,2021-11-09,18,0
1114,7,4,2,2021-12-11,26,0
1115,1,9,3,2021-10-24,17,1
1116,3,1,1,2021-09-18,27,0
1117,7,2,2,2021-10-22,4,1
1118,2,6,2,2021-11-26,6,0
1119,8,3,3,2021-11-08,19,0
1120,7,7,3,2021-10-27,27,1
1121,7,8,1,2021-12-12,4,1
1122,1,3,3,2021-08-28,4,1
1123,7,8,1,2021-08-13,3,0
1124,6,3,1,2021-12-10,5,0
1125,8,9,2,2021-12-17,4,1
1126,2,4,1,2021-12-04,20,1
1127,2,5,3,2021-12-28,29,1
1128,10,8,1,2021-10-03,24,0
1129,10,6,2,2021-08-21,5,0
1130,7,3,1,2021-08-11,18,0
1131,1,9,2,2021-11-29,3,1
1132,9,10,1,2021-10-30,25,1
1133,7,3,2,2021-09-14,30,0
1134,9,7,1,2021-10-14,14,1
1135,10,1,2,2021-12-14,1,0
1136,10,6,1,2021-10-06,3,0
1137,10,1,1,2021-08-12,2,0
1138,4,10,1,2021-09-24,24,1
1139,6,2,2,2021-10-19,26,1
1140,8,10,2,2021-10-13,20,1
1141,10,3,1,2021-11-18,14,0
1142,3,7,1,2021-10-21,9,1
1143,9,5,2,2021-09-29,18,0
1144,10,4,1,2021-09-30,18,1
1145,1,3,1,2021-11-30,1,0
1146,9,7,3,2021-12-28,19,1
1147,9,3,3,2021-12-23,18,1
1148,1,9,2,2021-11-29,26,0
1149,8,8,2,2021-08-16,15,1
1150,9,5,1,2021-09-06,20,0
1151,2,2,1,2021-11-04,22,0
1152,5,8,3,2021-12-27,29,0
1153,5,7,1,2021-10-20,3,1
1154,4,4,3,2021-11-25,21,1
1155,10,6,2,2021-08-12,30,1
1156,4,2,2,2021-12-17,8,1
1157,8,10,2,2021-12-18,18,0
1158,5,10,3,2021-12-16,12,0
1159,10,9,3,2021-10-17,30,1
1160,5,3,3,2021-09-09,15,0
1161,8,5,2,2021-12-10,6,1
1162,9,8,3,2021-08-19,13,1
1163,1,10,1,2021-11-06,15,0
1164,7,6,2,2021-09-27,17,1
1165,7,4,1,2021-10-29,2,1
1166,7,5,3,2021-09-11,11,1
1167,5,9,3,2021-11-12,5,1
1168,9,4,3,2021-10-21,30,0
1169,8,1,2,2021-08-10,17,0
1170,1,9,1,2021-08-03,9,1
1171,1,4,2,2021-10-25,15,0
1172,1,1,1,2021-12-26,13,1
1173,1,10,3,2021-09-24,2,1
1174,7,7,1,2021-12-09,5,1
1175,3,2,2,2021-09-02,27,1
1176,10,6,3,2021-10-27,7,1
1177,7,6,1,2021-08-18,19,0
1178,6,3,3,2021-09-17,29,1
1179,9,8,1,2021-12-05,14,1
1180,9,10,1,2021-10-01,5,1
1181,4,4,2,2021-10-07,11,1
1182,7,5,3,2021-11-11,12,1
1183,5,9,1,2021-09-25,27,0
1184,5,5,3,2021-09-20,27,1
1185,8,2,3,2021-11-05,11,1
1186,6,10,3,2021-11-26,25,0
1187,9,5,2,2021-08-13,20,1
1188,9,2,2,2021-08-08,30,0
1189,1,6,2,2021-10-22,16,1
1190,1,8,3,2021-08-30,28,1
1191,7,6,3,2021-10-14,18,1
1192,5,7,1,2021-08-19,4,0
1193,2,9,1,2021-12-10,2,0
1194,4,1,3,2021-11-13,7,0
1195,9,6,1,2021-10-22,16,1
1196,10,1,1,2021-10-01,10,0
1197,8,4,1,2021-09-06,4,1
1198,1,6,3,2021-08-26,4,0
1199,6,5,2,2021-08-30,3,0
1200,10,3,1,2021-10-06,25,0
1201,8,3,1,2021-08-02,30,1
1202,3,6,1,2021-12-04,27,1
1203,10,6,3,2021-11-09,11,0
1204,6,6,2,2021-09-28,1,1
1205,6,6,3,2021-09-11,30,1
1206,5,9,3,2021-11-29,14,1
1207,3,7,1,2021-11-05,9,1
1208,5,4,2,2021-10-02,7,0
1209,4,3,1,2021-12-14,17,0
1210,10,5,3,2021-12-16,21,0
1211,6,1,2,2021-12-17,14,1
1212,9,6,1,2021-11-27,2,1
1213,7,8,2,2021-09-18,21,1
1214,4,8,3,2021-11-08,28,1
1215,3,3,3,2021-11-06,3,1
1216,2,6,2,2021-09-27,5,1
1217,9,9,1,2021-09-02,19,1
1218,6,1,2,2021-08-26,3,0
1219,8,1,1,2021-12-27,9,1
1220,7,1,1,2021-12-10,19,0
1221,9,8,2,2021-12-18,6,0
1222,7,6,2,2021-12-02,14,0
1223,1,6,3,2021-12-26,13,1
1224,5,3,1,2021-08-12,5,1
1225,6,1,3,2021-09-06,29,0
1226,4,5,3,2021-11-25,17,1
1227,5,6,2,2021-08-30,3,1
1228,10,2,3,2021-10-17,6,0
1229,7,2,3,2021-11-04,4,1
1230,1,7,2,2021-08-18,21,0
1231,5,4,2,2021-11-08,29,0
1232,8,2,1,2021-09-07,19,0
1233,4,1,1,2021-10-16,22,1
1234,8,8,1,2021-11-14,4,1
1235,9,4,2,2021-08-14,3,1
1236,3,7,2,2021-10-17,18,0
1237,10,1,1,2021-09-07,17,1
1238,6,7,1,2021-09-04,17,0
1239,5,8,1,2021-10-31,5,1
1240,7,7,3,2021-11-29,4,1
1241,2,9,1,2021-08-24,9,1
1242,8,5,3,2021-10-28,10,0
1243,1,8,1,2021-09-29,25,1
1244,4,6,1,2021-11-16,16,1
1245,1,2,2,2021-08-25,22,1
1246,6,5,3,2021-08-28,18,1
1247,7,7,3,2021-12-02,12,1
1248,8,3,3,2021-12-24,4,0
1249,9,6,3,2021-10-15,18,0
1250,8,2,1,2021-12-11,1,0
1251,8,5,3,2021-09-29,8,0
1252,6,6,2,2021-12-21,10,0
1253,6,4,2,2021-11-21,10,1
1254,8,7,2,2021-09-15,9,0
1255,2,1,2,2021-10-29,25,1
1256,3,9,1,2021-12-22,25,1
1257,2,6,3,2021-10-21,17,1
1258,9,6,2,2021-11-24,22,1
1259,10,9,3,2021-11-04,14,1
1260,7,6,1,2021-08-09,21,0
1261,5,3,3,2021-09-03,23,0
1262,10,6,3,2021-08-26,6,0
1263,5,5,1,2021-08-03,7,0
1264,5,3,2,2021-09-02,4,0
1265,6,9,2,2021-09-14,21,1
1266,2,2,1,2021-11-30,9,1
1267,8,3,1,2021-11-07,26,1
1268,9,7,2,2021-08-24,21,0
1269,7,5,2,2021-09-18,7,0
1270,9,10,1,2021-08-20,28,1
1271,1,1,3,2021-08-24,12,0
1272,9,3,2,2021-12-13,25,0
1273,4,2,1,2021-10-08,27,0
1274,3,3,2,2021-08-16,27,0
1275,4,8,3,2021-08-13,28,0
1276,5,9,2,2021-10-30,18,1
1277,5,4,1,2021-11-24,13,1
1278,6,9,2,2021-12-19,4,1
1279,7,8,1,2021-08-22,24,0
1280,4,8,2,2021-12-19,21,1
1281,1,6,3,2021-10-26,26,1
1282,1,10,3,2021-12-01,6,1
1283,9,3,3,2021-12-30,30,1
1284,5,8,1,2021-10-28,11,1
1285,2,2,3,2021-11-08,29,1
1286,2,1,3,2021-12-09,6,0
1287,1,10,1,2021-12-17,14,0
1288,10,6,3,2021-09-19,10,1
1289,2,6,3,2021-08-19,10,0
1290,1,7,2,2021-08-23,14,0
1291,2,6,3,2021-09-27,27,1
1292,4,4,3,2021-10-03,1,1
1293,3,5,2,2021-12-12,21,1
1294,1,3,3,2021-10-26,1,0
1295,5,6,1,2021-09-22,20,1
1296,1,1,2,2021-09-21,28,0
1297,3,2,1,2021-09-19,27,0
1298,10,10,2,2021-09-29,21,1
1299,6,1,1,2021-08-18,13,1
1300,3,4,3,2021-10-13,28,1
1301,1,9,2,2021-09-17,10,1
1302,10,2,3,2021-11-22,21,1
1303,5,3,3,2021-09-12,20,1
1304,1,6,1,2021-12-29,23,1
1305,5,7,3,2021-10-23,1,1
1306,3,5,1,2021-11-18,18,0
1307,10,1,2,2021-09-06,22,1
1308,10,7,3,2021-09-18,7,1
1309,9,9,2,2021-12-26,18,0
1310,9,10,3,2021-08-13,11,1
1311,7,5,2,2021-08-31,20,1
1312,3,10,3,2021-12-22,3,0
1313,4,3,1,2021-09-10,5,0
1314,7,5,2,2021-10-07,29,0
1315,7,1,2,2021-09-10,5,0
1316,6,9,2,2021-08-20,22,0
1317,3,3,2,2021-10-09,4,0
1318,1,7,1,2021-10-27,23,1
1319,5,7,3,2021-08-07,13,0
1320,2,5,3,2021-09-27,17,0
1321,5,6,3,2021-09-17,9,0
1322,3,6,1,2021-10-12,19,0
1323,1,7,1,2021-09-15,2,1
1324,10,1,2,2021-11-20,27,0
1325,8,8,1,2021-12-16,9,1
1326,5,8,2,2021-11-06,2,0
1327,10,1,1,2021-12-09,15,0
1328,5,9,2,2021-08-19,10,0
1329,8,6,1,2021-11-18,14,1
1330,3,4,1,2021-09-07,11,0
1331,4,9,2,2021-08-16,2,1
1332,7,8,1,2021-09-19,17,0
1333,5,4,1,2021-09-09,26,1
1334,10,6,3,2021-08-23,6,1
1335,9,8,3,2021-09-27,8,0
1336,5,9,2,2021-10-06,21,1
1337,1,8,2,2021-10-26,24,1
1338,5,5,1,2021-09-24,23,0
1339,1,4,1,2021-11-24,5,1
1340,6,3,3,2021-09-05,29,0
1341,6,3,2,2021-11-24,29,1
1342,2,3,3,2021-11-18,12,1
1343,5,10,2,2021-12-23,24,0
1344,6,5,1,2021-08-02,14,0
1345,1,5,3,2021-10-14,8,1
1346,1,8,3,2021-11-21,29,0
1347,3,4,2,2021-09-20,19,1
1348,5,6,3,2021-12-23,9,1
1349,3,3,1,2021-11-09,25,1
1350,8,3,3,2021-11-22,27,0
1351,10,6,3,2021-09-11,1,1
1352,7,8,1,2021-12-10,16,0
1353,7,10,2,2021-08-07,22,1
1354,8,10,2,2021-12-19,28,0
1355,5,10,1,2021-12-08,2,0
1356,5,3,3,2021-08-20,30,1
1357,9,10,2,2021-11-15,20,1
1358,5,9,3,2021-11-20,11,0
1359,3,10,1,2021-10-16,13,1
1360,4,8,2,2021-09-03,15,0
1361,2,5,1,2021-10-17,16,1
1362,1,3,3,2021-08-18,25,1
1363,7,6,1,2021-09-06,9,1
1364,8,8,3,2021-10-02,27,1
1365,2,8,2,2021-11-23,2,1
1366,10,4,1,2021-11-24,27,0
1367,4,8,3,2021-09-01,11,0
1368,9,7,3,2021-09-10,28,1
1369,5,2,1,2021-12-01,15,1
1370,7,10,3,2021-08-19,15,1
1371,3,1,3,2021-12-07,9,1
1372,7,6,3,2021-10-14,7,0
1373,2,1,1,2021-09-08,26,1
1374,3,4,1,2021-12-13,9,1
1375,3,4,1,2021-10-05,18,1
1376,5,8,1,2021-11-12,26,0
1377,5,6,1,2021-08-20,18,1
1378,1,2,2,2021-08-15,20,0
1379,2,9,3,2021-09-09,7,0
1380,5,9,2,2021-12-06,18,0
1381,1,9,3,2021-10-22,23,0
1382,9,1,3,2021-12-03,24,1
1383,2,5,2,2021-10-13,13,1
1384,6,9,1,2021-09-13,13,1
1385,5,9,2,2021-08-06,15,0
1386,5,2,1,2021-09-06,18,0
1387,1,2,2,2021-09-16,23,1
1388,7,6,2,2021-09-08,28,1
1389,8,6,2,2021-11-03,17,1
1390,8,1,3,2021-11-16,4,0
1391,1,7,2,2021-09-11,30,1
1392,7,7,2,2021-11-05,10,1
1393,6,1,3,2021-11-11,30,0
1394,7,1,3,2021-10-09,1,1
1395,1,1,2,2021-10-18,5,1
1396,3,7,2,2021-08-04,3,0
1397,2,9,3,2021-12-23,22,0
1398,1,7,3,2021-09-09,6,0
1399,1,8,2,2021-12-23,17,0
1400,1,8,3,2021-09-11,22,1
1401,6,4,1,2021-08-16,9,0
1402,7,8,3,2021-11-05,6,0
1403,8,10,2,2021-12-12,1,0
1404,7,10,1,2021-08-15,2,0
1405,5,2,3,2021-08-16,12,1
1406,6,5,3,2021-10-11,9,0
1407,8,8,1,2021-12-10,19,1
1408,3,4,2,2021-09-10,13,1
1409,1,1,2,2021-10-09,20,1
1410,2,10,2,2021-10-30,14,0
1411,9,5,3,2021-10-11,16,0
1412,10,6,1,2021-10-06,14,0
1413,2,4,3,2021-10-04,1,1
1414,3,9,3,2021-09-21,8,0
1415,9,9,1,2021-09-28,21,1
1416,3,6,1,2021-09-08,19,0
1417,6,9,1,2021-10-03,22,1
1418,3,3,1,2021-10-03,8,1
1419,3,6,2,2021-09-01,4,1
1420,1,5,3,2021-08-06,13,1
1421,7,6,3,2021-08-15,10,1
1422,4,3,2,2021-12-10,30,1
1423,6,10,1,2021-11-28,6,0
1424,1,3,2,2021-08-16,13,0
1425,8,3,3,2021-10-02,24,1
1426,3,3,1,2021-12-01,24,1
1427,10,5,3,2021-09-14,14,0
1428,4,8,2,2021-12-05,30,0
1429,10,3,2,2021-11-06,14,0
1430,6,10,2,2021-11-29,21,1
1431,8,4,3,2021-10-23,15,0
1432,10,7,3,2021-12-07,26,1
1433,2,4,2,2021-10-17,8,0
1434,1,1,1,2021-11-23,5,0
1435,10,4,2,2021-10-01,28,1
1436,10,2,3,2021-08-16,1,0
1437,9,7,2,2021-10-03,8,1
1438,7,9,2,2021-09-09,21,1
1439,6,6,2,2021-11-28,28,0
1440,4,3,1,2021-11-20,20,0
1441,8,5,2,2021-10-20,29,1
1442,8,2,1,2021-12-24,2,0
1443,10,10,2,2021-12-19,26,1
1444,4,9,1,2021-09-02,12,1
1445,10,8,3,2021-08-03,21,0
1446,5,1,3,2021-12-02,16,0
1447,2,6,1,2021-10-02,10,0
1448,8,3,3,2021-12-10,5,0
1449,10,3,3,2021-09-12,30,0
1450,1,3,1,2021-09-04,29,1
1451,1,5,3,2021-10-13,5,1
1452,6,9,1,2021-11-02,22,1
1453,1,9,2,2021-12-24,21,1
1454,9,9,1,2021-08-23,29,0
1455,9,4,3,2021-11-16,13,0
1456,8,7,2,2021-09-02,25,1
1457,4,8,3,2021-08-04,11,0
1458,6,8,1,2021-10-11,21,0
1459,5,6,3,2021-11-09,27,1
1460,7,4,3,2021-11-10,16,1
1461,2,3,1,2021-11-21,11,0
1462,9,3,1,2021-09-01,6,0
1463,3,9,2,2021-09-18,19,1
1464,3,3,1,2021-12-04,14,1
1465,3,5,1,2021-12-09,7,0
1466,4,5,2,2021-11-18,24,1
1467,2,9,1,2021-08-16,30,0
1468,3,10,3,2021-10-31,12,1
1469,2,5,2,2021-09-02,12,1
1470,8,5,1,2021-10-14,15,0
1471,9,3,1,2021-09-18,16,0
1472,4,6,3,2021-10-17,6,0
1473,6,9,3,2021-09-05,13,0
1474,10,2,2,2021-10-15,27,1
1475,7,7,3,2021-08-07,6,0
1476,8,10,2,2021-10-03,28,0
1477,9,9,2,2021-12-09,17,0
1478,7,1,3,2021-12-18,13,0
1479,8,8,1,2021-08-12,4,0
1480,7,4,2,2021-12-29,16,1
1481,3,4,3,2021-11-14,8,0
1482,5,5,3,2021-09-08,12,1
1483,5,1,2,2021-09-13,10,0
1484,7,5,3,2021-09-30,12,0
1485,1,8,1,2021-10-09,30,1
1486,6,4,1,2021-08-17,2,1
1487,3,9,1,2021-08-09,4,0
1488,6,10,2,2021-11-21,22,1
1489,2,4,2,2021-09-05,6,0
1490,4,3,3,2021-12-02,8,1
1491,3,9,2,2021-10-10,9,0
1492,5,2,2,2021-09-01,25,0
1493,1,5,3,2021-11-06,5,1
1494,3,10,2,2021-11-06,26,0
1495,5,4,2,2021-09-10,7,1
1496,2,1,3,2021-10-05,17,1
1497,9,8,2,2021-11-07,19,1
1498,8,5,1,2021-09-12,4,1
1499,10,9,3,2021-10-17,18,1
1500,8,6,2,2021-09-07,7,1
1501,10,9,2,2021-08-31,26,0
1502,1,8,3,2021-09-20,17,1
1503,2,6,3,2021-08-30,10,0
1504,1,2,3,2021-11-06,24,1
1505,7,8,2,2021-12-11,1,0
1506,1,1,1,2021-11-25,7,0
1507,5,9,1,2021-12-20,7,0
1508,1,2,3,2021-09-19,16,0
1509,8,10,3,2021-08-21,20,0
1510,7,4,1,2021-10-04,29,0
1511,9,1,2,2021-10-12,1,0
1512,8,6,3,2021-10-23,20,1
1513,2,10,2,2021-11-11,22,0
1514,5,4,2,2021-09-10,24,1
1515,10,5,3,2021-09-22,21,0
1516,1,9,2,2021-08-24,7,0
1517,10,9,1,2021-09-27,10,0
1518,6,9,2,2021-08-03,10,1
1519,1,2,3,2021-09-17,6,1
1520,7,10,1,2021-08-31,2,0
1521,1,5,3,2021-11-15,15,0
1522,3,1,2,2021-10-06,30,0
1523,9,2,3,2021-09-18,16,0
1524,3,10,3,2021-11-19,9,0
1525,9,7,2,2021-09-29,13,0
1526,1,10,2,2021-12-13,6,1
1527,4,3,2,2021-12-23,10,1
1528,5,9,2,2021-11-21,9,0
1529,3,3,1,2021-10-17,12,1
1530,8,2,2,2021-10-09,27,0
1531,6,9,3,2021-10-06,18,0
1532,9,5,1,2021-12-29,13,1
1533,3,4,2,2021-11-24,21,1
1534,4,7,3,2021-08-10,29,0
1535,3,10,2,2021-08-25,24,0
1536,3,8,3,2021-09-16,12,1
1537,9,1,3,2021-08-27,2,1
1538,4,4,2,2021-09-10,19,1
